Branch,Mean_dNdS,RateClasses,OmegaOver1,WtOmegaOver1,LRT,p,p_Holm,BranchLength
194381716,1,1,0,0,0,1,1,0
Node22,1,1,0,0,0,1,1,0
194391132,10,2,9999.999999998339,0.01005075361409236,22.40130888525891,1.106115992632883e-06,4.535075569794822e-05,0.01928775934942839
Node21,1,1,0,0,0,1,1,0
13325194,1,1,0,0,0,1,1,0
Node20,10,1,inf,1,1.181712590687312,0.1385038109025012,1,0.002488917699537226
55643949,10,1,inf,1,1.187845417549397,0.1378822961684713,1,0.002502997943850344
Node19,0.1583187940890369,1,0,0,0,1,1,0.02103790397936358
Node17,0.1951615313138595,1,0,0,0,1,1,0.05112241635857388
Node7,10,1,inf,1,0.5479573414158949,0.2295767632726654,1,0.004607961868591865
291390210,0.1686273116876215,2,1466.533584404869,0.02128627639547742,3.2850669395757,0.03495638871895784,1,7.432920987550244
255683453,1.803253158614283e-07,1,0,0,0,1,1,0.002974587164878979
16741131,0.404458077672639,1,0,0,0,1,1,0.002224167622081369
Node33,0.1800468841748949,1,0,0,0,1,1,0.05947381615145725
56971346,0.1876224603715534,1,0,0,0,1,1,0.02835198631340261
Node32,0.1230080071310178,1,0,0,0,1,1,0.1026378496611583
Node30,0.4582720858922804,1,0,0,0,1,1,0.006957960673076843
Node6,0.171971994491817,1,0,0,0,1,1,0.1703801458987475
126305197,0.1459118851664285,2,0,0,0,1,1,0.333702441353035
Node5,0.1136405440630982,1,0,0,0,1,1,0.08027541573560072
149640758,0.2499798454487917,2,987.8226653636168,0.02329262211222949,3.74583201677342,0.02646968244949904,0.9793782506314646,4.131451491724063
Node4,10,1,21447198.53923223,1,0.2966207042154565,0.2930043663765931,1,0.02728778015838227
118096094,0.1847299281793121,2,2.783893821667081,0.20991420111043,5.53478662111047,0.009321019263317298,0.3635197512693746,0.4656934928657004
Node3,0.05696401916124538,1,0,0,0,1,1,0.4919288910069009
260798388,0.119224283489018,2,0,0,0,1,1,1.157236507616511
Node2,10,2,9154.084087411378,0.06659437313974159,5.174776194979131,0.01145856176804294,0.4354253471856318,0.142241019096071
50417398,0.1041275453802008,2,0,0,0,1,1,0.8798447572508912
Node1,0.1179833028920649,2,1.233967771702459,0.2751958770417718,0.06703854034458345,0.3978492476674231,1,0.4639013617089336
148227076,0.1500724761356817,1,0,0,0,1,1,0.05087891018468118
187607690,10,1,0,0,0,1,1,0.04830418247976456
47938104,0.3680638927819153,1,0,0,0,1,1,0.001084784523359602
158255494,1,1,0,0,0,1,1,2.10790520736914e-09
Node15,1,1,0,0,0,1,1,2.10790520736914e-09
40316935,1,1,0,0,0,1,1,2.10790520736914e-09
Node14,1,1,0,0,0,1,1,2.10790520736914e-09
16076812,10,1,132852.2367422821,1,0.6538863976456923,0.2093633042400938,1,0.0002016125526553945
Node13,10,1,132825.964223818,1,0.6535793221264612,0.2094179389731169,1,0.0002015726823895082
20810130,0.9109877167602246,2,9999.999999998339,0.02210231541941676,165.503615923968,0,0,0.5926591430976371
15823636,4.800363945660484e-06,1,0,0,0,1,1,0.0001343316589691645
Node21,8.599602346291326e-06,1,0,0,0,1,1,6.875331326265214e-05
20521942,1,1,0,0,0,1,1,2.10790520736914e-09
Node20,0.000794002777899889,1,0,0,0,1,1,2.10790520736914e-09
Node12,0.2486261285986384,1,0,0,0,1,1,0.0010087226303337
60686967,0.04087432959121767,1,0,0,0,1,1,0.002042594637917636
Node11,0.1260607667628136,2,62.33255226129655,0.004495585492243936,9.814159188288613,0.0008658671418333985,0.04156162280800313,0.004727634758406451
297669193,0.2346614622470773,2,314.8017680471766,0.005247688087580582,43.83878715528408,1.782840541864061e-11,9.270770817693119e-10,0.02564994189659516
Node10,0.05190518018503491,1,0,0,0,1,1,0.003384137463722083
297264703,0.1256474715184397,1,0,0,0,1,1,0.009778567562255607
Node9,0.1476464224319507,1,0,0,0,1,1,0.005920070100641092
296205276,0.08096673339495825,1,0,0,0,1,1,0.01677942364597529
Node8,0.1238607527594503,1,0,0,0,1,1,0.02907092026791509
28386196,0.3752824976220158,1,0,0,0,1,1,0.0004034582990860741
237757292,0.00387134055213374,1,0,0,0,1,1,2.10790520736914e-09
Node32,0.3841958859193446,1,0,0,0,1,1,0.0009074590348531774
189181674,0.3056465220719539,1,0,0,0,1,1,0.0032066108965227
21594505,1.122204852936574,1,0,0,0,1,1,2.10790520736914e-09
Node36,1.04100232299242,2,1440.751607422909,0.056138849358359,288.3049769050995,0,0,0.468073410202986
15823640,10,1,168049.590865406,1,-0.01125366135966033,0.5,1,0.0002550268406424808
Node35,0.007870683320271493,1,0,0,0,1,1,0.001061077675749442
Node31,0.08192664061463741,1,0,0,0,1,1,0.02981161638313075
60686959,0.1179937990503946,1,0,0,0,1,1,0.02711372318155625
Node30,0.08270146610211764,2,1790.434763174072,0.006205474934483424,5.196679370710626,0.01131503957259444,0.4865467016215611,2.00735082994127
291392039,0.08928281518349492,2,0,0,0,1,1,0.0864378910023421
Node29,0.0586698175658031,1,0,0,0,1,1,0.01786499672183123
Node7,0.06731323393486698,1,0,0,0,1,1,0.01061150049886379
74005606,0.06184419122255294,1,0,0,0,1,1,0.0236492849980823
301767524,0.09150860509972278,1,0,0,0,1,1,0.01624685201112856
Node42,0.1051727770831197,2,2.657173392284302,0.04419891649974406,0.7038392248941818,0.200748329161233,1,0.01562241084505154
Node6,3.836017238687951,1,0,0,0,1,1,0.002145412654963512
194664825,0.5523127230661209,2,9999.999999998339,0.006778574330038922,101.6645285823324,0,0,0.1803285435470941
297471898,0.008529649734898873,1,0,0,0,1,1,0.0001094047169216421
Node45,0.07622593321034817,1,0,0,0,1,1,0.05410775328546478
Node5,0.1678216832866755,2,50.23923531708413,0.009969156930391021,6.190957799990429,0.006420233592720204,0.282490278079689,0.1044318221471437
149603103,0.1173677460740684,2,1.608931448267742,0.151420915685214,0.67733430476801,0.2052530803790828,1,0.6812983030730182
Node4,0.1910617324385412,1,0,0,0,1,1,0.01916760771901966
126338053,0.1209110235881065,2,10.71796242621941,0.01984120930749689,9.834395683181356,0.0008563927225433421,0.04196324340462376,0.1578568413062822
Node3,0.07617604287249584,2,0,0,0,1,1,0.09381595148052614
224055413,0.1075073905479403,2,0,0,0,1,1,0.06319983462505635
118093428,0.08816854490610383,2,0,0,0,1,1,0.06881474134767769
Node50,0.1536994334647419,2,13.17563961966367,0.04212053116762648,15.18408774514683,4.8760871650122e-05,0.002486804454156222,0.2424659815847086
Node2,0.5288045515857224,2,3.270366438018561,0.099667995162386,4.676149510778487,0.01529211404469655,0.642268789877255,0.112448839896776
115313722,0.1374272957289415,2,10.25357502848782,0.08595350279997471,7.209388428775128,0.003626160107087384,0.1631772048189323,0.8053867162526537
Node1,0.1163602662786376,2,6.785309640506818,0.0914400241887513,7.346518577323877,0.003359637460503107,0.1545433231831429,0.5599788292237284
60686963,0.09937080552624954,2,4.539686333883935,0.1191352430941057,7.561347929266049,0.002981668661062475,0.1401384270699363,0.8620650713738748
60686965,0.1388612799770827,2,34.94607931353734,0.1299920950869513,12.03832179002347,0.000260589365958408,0.0130294682979204,3.254553218080617
5931728,0.6541963855402879,2,9999.999999998339,0.002420007186975548,22.55683073199543,1.02008912361562e-06,6.528570391139965e-05,0.02794926809150397
114663224,1.547006994134428e-07,1,0,0,0,1,1,0.003282640159462164
4557892,1,1,0,0,0,1,1,1.690636867450833e-09
Node17,1,1,0,0,0,1,1,1.690636867450833e-09
Node15,0.1074424801390961,1,0,0,0,1,1,0.007324470687077068
176592,0.2778704271854869,1,0,0,0,1,1,0.001751390365179503
297284280,0.3188480572584194,1,0,0,0,1,1,0.002235917158581779
Node21,0.05206167853058759,1,0,0,0,1,1,0.01819847448535693
296231379,0.07041131597223926,1,0,0,0,1,1,0.03262123882957103
Node20,0.066248871492832,1,0,0,0,1,1,0.004441443234963103
Node14,0.2663580524769795,1,0,0,0,1,1,0.002042650741010043
297699042,0.6341979004629325,2,225.9124850349177,0.1592930334797602,181.9409731709929,0,0,1.558692489469083
Node13,0.09219867113012675,1,0,0,0,1,1,0.04715714758288448
258690251,1,1,0,0,0,1,1,1.690636867450833e-09
33668033,0.3212254408723,1,0,0,0,1,1,0.009146841286786736
Node28,0.09612100318535467,1,0,0,0,1,1,0.04067397495196051
114051546,0.09015337403076855,1,0,0,0,1,1,0.01166706863275408
242247443,0.01881657062534601,1,0,0,0,1,1,0.01413840175802309
Node31,0.139974550386344,2,2.777456963998201,0.06718144505503554,2.343124722498032,0.06291845618496361,1,0.05568869667969628
Node27,0.1646233972250221,1,0,0,0,1,1,0.02747976940086756
73957241,0.08426524914993544,1,0,0,0,1,1,0.03562591726902616
301766160,0.1448042989604498,1,0,0,0,1,1,0.02110410576606751
Node34,0.07211184459304482,1,0,0,0,1,1,0.02851525778520958
Node26,0.5620723962161899,1,0,0,0,1,1,0.01123088853110838
Node12,0.1296741059886714,1,0,0,0,1,1,0.008980984543305724
416250,0.1310296005548301,2,3.256158965193501,0.06913917591835483,3.846511407358776,0.0249247870813204,1,0.07252353119058839
Node11,0.3947772140006044,1,0,0,0,1,1,0.02873515929708422
293697,0.2059100432168529,1,0,0,0,1,1,0.05067612775513736
2306762,0.114070426926328,2,1665.114686170015,0.002513296864191217,7.555691035515338,0.002991042732587101,0.1734804784900519,0.01826338744024601
56564,0.6479589972758095,2,416.4445284801599,0.01030141645721638,14.7484962757153,6.142273025244727e-05,0.003808209275651731,0.02962771337948025
Node40,0.09360858229630843,1,0,0,0,1,1,0.03393612124404933
Node38,0.1637842930162662,1,0,0,0,1,1,0.06503725825640823
Node10,0.1391687993731978,2,1.00891121316436,0.2604500974866402,-0.001483979274780722,0.5,1,0.3188420048217131
1050480,0.1876548348624631,2,47.68915097954115,0.1039308095283396,14.14207592201637,8.475478902053579e-05,0.005170042130252683,1.555791377014254
Node9,0.3630109042612966,2,3333.435047396217,0.2296401923902288,11.01065558470145,0.0004529479993433672,0.02717687996060203,152.1036227340973
209150356,0.09103653374468594,2,1.34252629224897,0.223844678785038,0.5554202735838771,0.2280556959924723,1,0.426334348902225
Node8,0.5922917488237042,2,77.49908929357821,0.04151219941199069,2.531901205715258,0.05578286032353497,1,0.6713978338454084
62471491,0.3932237748498358,2,784.2267131326795,0.008809029778273358,5.137663755620451,0.0117060669306096,0.6672458150447474,0.1249150838665608
301611799,0.08159262387392022,1,0,0,0,1,1,0.05292951258248142
Node46,0.1260743501948263,2,19.84737703026561,0.08638530635469033,1.601794112200878,0.1028245720815045,1,1.007327194173878
118096079,0.1525082952019187,2,1326.127297438893,0.06498632062747556,16.58110612005839,2.330654677129562e-05,0.001468312446591624,24.00528874702634
Node45,0.05826595573407941,2,25.42530380940736,0.05322122146073693,3.937550906397519,0.02360973747399236,1,0.8313720060251638
Node7,0.08927897691180998,2,3463.257405301663,0.04687815924219429,7.769107155672828,0.002657365622748376,0.1567845717421542,54.08356720678921
19527008,0.08679273542475952,1,0,0,0,1,1,0.04439129151675308
51948522,0.08857256119717991,1,0,0,0,1,1,0.04106528030679326
Node50,0.124494746728902,1,0,0,0,1,1,0.06737710851595562
Node6,0.4516934855821926,1,0,0,0,1,1,0.02567849926092406
61889061,0.2380830965009929,1,0,0,0,1,1,0.1461140694206311
301775689,0.1186171221308645,1,0,0,0,1,1,0.02827427967740403
Node54,0.09835679643335636,1,0,0,0,1,1,0.009664316259583729
50950143,0.1124708004601592,1,0,0,0,1,1,0.04936742274953367
Node53,0.08856641645654191,1,0,0,0,1,1,0.04517486183699117
Node5,0.1076272466514421,1,0,0,0,1,1,0.04737226055918383
297284295,10,1,inf,1,0.6035165874745871,0.2186197127862038,1,0.0008240158306132428
109129003,10,1,0,0,0,1,1,0
Node58,0.07060902378579181,1,0,0,0,1,1,0.0103380990504006
Node4,0.4962823610281051,1,0,0,0,1,1,0.003890163683627621
194382442,0.5914178140462423,2,200.1955434801109,0.185817539640496,106.4972738572505,0,0,2.843658359522617
197097670,0.008757815871063012,1,0,0,0,1,1,0.008287625696968929
Node61,10,1,inf,1,0.01746373176501947,0.4474326607037798,1,0.0008234173078940724
Node3,0,1,0,0,0,1,1,0.001086517259483247
4589720,10,1,0,0,0,1,1,0
Node2,0,1,0,0,0,1,1,0
194373961,0.7529042831067508,2,306.5739245081145,0.1812007234660193,169.3562222378496,0,0,2.788812192801042
Node1,0.6802082684792841,1,0,0,0,1,1,0.002488302930407197
296231407,0.07395655168294876,1,0,0,0,1,1,0.03570128996671536
114663267,1,1,0,0,0,1,1,0
22477169,10,1,218986.1516588134,1,0.5868129003501963,0.2218271017561083,1,0.0003351413313727817
40788252,0.4283958841454472,1,0,0,0,1,1,0.0007073169439827898
190341065,1,1,0,0,0,1,1,2.102263232488467e-09
Node11,1,1,0,0,0,1,1,2.102263232488467e-09
Node9,1,1,0,0,0,1,1,2.102263232488467e-09
194390788,0.3354388086873968,1,0,0,0,1,1,0.0006835219705233513
51476242,8.427285382656066e-07,1,0,0,0,1,1,0.0007091365018581327
Node14,0.4392157900338742,2,9999.999999998339,0.01474665337353576,125.8205784689198,0,0,0.3586877149823341
Node8,0.7843828146059176,2,1.466544287088727,0.1570831243972415,-0.008168449006916489,0.5,1,0.006871819611038652
297698220,1,1,0,0,0,1,1,2.102263232488467e-09
297698218,0.4462476574414892,2,9999.999999998339,0.01475103062800565,126.1839474676308,0,0,0.3545981133577032
Node17,0.1534531604711555,1,0,0,0,1,1,0.005575665542499914
Node7,0.7044277735300463,2,217.5783000109309,0.009945039718276427,9.804332587460522,0.000870506046349584,0.02959720557588585,0.009304904973794305
297283590,0.6686322834859437,2,9999.999999998339,0.01025158073206867,49.17731542412366,1.169175867232752e-12,4.442868295484459e-11,1.459712924965609
Node6,0.6043464228886996,1,0,0,0,1,1,0.008636362189752651
296219672,0.419144041603052,2,3333.111125924368,0.01640166631244089,36.04926100683952,9.619586793796486e-10,3.5592471137047e-08,2.407093664243097
Node5,0.4035628010729265,1,0,0,0,1,1,0.03454803733936548
31419391,0.3933023482209828,1,0,0,0,1,1,0.0433212713271515
157817504,0.4108847900840638,2,2.988524977103217,0.1600542897661185,4.487153766756819,0.01707524509488517,0.5293325979414403,0.04260195289614479
Node23,0.300482818152671,2,9999.999999998339,0.01963576303611558,8.108691752589948,0.002202675450387548,0.07268828986278908,44.0055150264731
291390665,1,1,0,0,0,1,1,2.102263232488467e-09
291390663,0.4876015317714207,2,9999.999999998339,0.0147645445654655,144.5815339908149,0,0,0.3357514754891553
Node26,0.3018432668191364,2,0,0,0,1,1,0.1259252858945931
Node22,0.2685451921962784,2,6.884010822214165,0.04603774501613223,3.133786063110165,0.03834272814016804,1,0.01827144797003922
Node4,0.3385337856943964,1,0,0,0,1,1,0.01125948252856025
73958755,4.282399868783116e-06,1,0,0,0,1,1,0.0003129710777405291
73958751,0.4707719580856097,2,9999.999999998339,0.01473641513157242,133.9685919737312,0,0,0.3558955330059665
Node31,0.3576455555868102,1,0,0,0,1,1,0.02777358346073983
301785305,0.2339005836790285,1,0,0,0,1,1,0.03904463457796031
Node30,0.2159276884828652,1,0,0,0,1,1,0.02712075951789428
194219182,0.2308098669758266,1,0,0,0,1,1,0.0788160420834025
297490149,0.3489773105508409,1,0,0,0,1,1,0.05312234272215949
Node35,10,1,1336347.772969929,1,1.048898969689617,0.1528804001988509,1,0.002045173767664369
Node29,0.554440427959067,1,0,0,0,1,1,0.00985813212694814
Node3,0.3272246399235132,2,74.8575777135818,0.03319104310437782,16.18792333835881,2.86793121138107e-05,0.001032455236097185,0.5431011274125102
126334100,0.7893979736280972,2,9999.999999998339,0.01164571650198154,111.8452724907256,0,0,0.3669874832371269
126334102,1,1,0,0,0,1,1,0.0001329089260890672
Node38,0.3272035900245459,2,14.90079726802187,0.01988646613271572,6.746663319165236,0.004696158580171195,0.1502770745654782,0.1715183564143132
Node2,0.2056148718601088,1,0,0,0,1,1,0.07367894612204838
149409302,0.4038124183061382,2,1.326307497353887,0.401120216765904,1.021111794696481,0.1561277167418503,1,0.2374908126424898
Node1,0.2882145340429543,2,1.535253950600751,0.2963134386814702,1.692103592984495,0.09666195068624517,1,0.317117448687316
224070601,0.4460794131825285,2,48.21701009990015,0.01140572701584308,1.005345674071577,0.1580102296920389,1,0.176596098161926
118098082,0.3064803824818772,2,9.886253470002927,0.06089014644254809,13.43022274506802,0.0001238013567025353,0.004333047484588737,0.1621902204745174
114639524,0.5425505913794119,1,0,0,0,1,1,0.003529272497130462
10440131,10,1,inf,1,1.530388645362109,0.1080270627195879,1,0.001329381914271014
Node15,10,1,0,0,0,1,1,0
39644781,10,1,0,0,0,1,1,0
193787014,0.362768605912096,1,0,0,0,1,1,0.002829652369095851
Node18,10,1,0,0,0,1,1,0
Node14,10,1,0,0,0,1,1,0
226491502,0.2823397304475527,1,0,0,0,1,1,0.00125756334763085
189067875,10,1,inf,1,0.6055402913880243,0.218235963816448,1,0.001328856982414343
Node21,7.169462998361154,1,inf,1,-0.00868122832980589,0.5,1,0.0001577094659526523
Node13,0.2000293157279744,1,0,0,0,1,1,0.007954602120074756
297689832,0.302612218233833,1,0,0,0,1,1,0.0103818969991321
Node12,0.3838815097506262,1,0,0,0,1,1,0.00975268594522667
109108077,0.5003946031005787,1,0,0,0,1,1,0.01108808584669118
Node11,0.3912106055503593,1,0,0,0,1,1,0.01120808747121177
296216963,0.3070008853326155,1,0,0,0,1,1,0.02796696459214165
Node10,0.2347902783247028,1,0,0,0,1,1,0.02671370363198902
73988101,0.18496076607117,1,0,0,0,1,1,0.0287792734890661
301761808,0.2749696729290916,1,0,0,0,1,1,0.02509919077689374
Node29,0.07505969337431277,1,0,0,0,1,1,0.01550807906678534
148743934,0.259621138939868,1,0,0,0,1,1,0.04992044507695212
Node28,10,1,inf,1,1.285257888946944,0.1284618520188345,1,0.00231177961552098
149719602,0.1321756272496026,1,0,0,0,1,1,0.02515562963973568
Node27,0.1362837893921132,1,0,0,0,1,1,0.01925892458247047
Node9,1.110497836357172,1,0,0,0,1,1,0.001984111091580596
291384180,0.1777895593988896,1,0,0,0,1,1,0.08121422280153433
Node8,0.2684694523177382,2,10.5792532943087,0.03751756791677108,3.211340822836064,0.03656476626294153,1,0.0183248481671315
26338383,10,1,inf,1,1.53546521437238,0.107647031564518,1,0.0006963028276923356
157951696,10,1,0,0,0,1,1,0
Node36,0.1947668283874564,1,0,0,0,1,1,0.02475014007215105
56970503,10,1,0,0,0,1,1,0
74356254,0.2382830490010658,2,9999.999999998339,0.006132273651036302,14.56614728548448,6.766197720275979e-05,0.003518422814543509,0.3436063632752808
Node39,0.07125087750312564,1,0,0,0,1,1,0.02971042184440088
Node35,0.1167105937188639,1,0,0,0,1,1,0.08861179950867015
Node7,0.1400539131182289,1,0,0,0,1,1,0.08099398471937608
126327787,0.1823182102776887,2,1.198631033535423,0.211315117251086,0.139899793681252,0.3541903256337569,1,0.1484109000663479
Node6,0.04718880839056173,2,1.56395748783352,0.04719423768531739,0.07688521757881972,0.3907818521820163,1,0.1546855766741499
149448248,0.1857798101803131,2,1.771452194096566,0.2593604785352635,1.943755213724216,0.08163068919122957,1,0.6458434631947602
Node5,10,1,inf,1,0.3817364573515079,0.2683376879330586,1,0.01346312332300352
166796902,0,1,0,0,0,1,1,0
301614211,2.744867444244138,2,9999.999999998339,0.04238103840471341,165.8160437358783,0,0,2.198173340210352
Node44,0.09258660590433515,2,0,0,0,1,1,0.5936963160444583
Node4,10,2,9999.999999998339,0.01922393047354187,11.16436742033329,0.0004169169777712423,0.02126276586633336,1.268929288055872
224043707,0.2484419788271289,1,0,0,0,1,1,0.05887805372715572
118085208,0.1196543939499096,2,1466.423410104123,0.008198765934236962,2.032756964359578,0.07697056790689932,1,1.535950776960076
Node47,0.1055692439481233,2,3333.11095625619,0.04058690734578119,6.47108562404901,0.005482176741290923,0.2741088370645461,30.01434967928602
Node3,0.04886190397908982,2,0,0,0,1,1,0.3593603339446381
115313081,0.1138371162510639,2,1.18697782352536,0.1424805287096383,0.007319776421354618,0.4659098109877621,1,0.5242891765543054
Node2,10,1,inf,1,-0.1178050896814966,0.5,1,0.0512577967380699
198428712,0.0001016131799664682,2,0,0,0,1,1,3.29026227477455
Node1,0.09572067847106286,2,9999.999999998339,0.08028408360072592,2.10936057683648,0.07320023963169403,1,462.0824585862267
260812197,10,1,1462922.202259558,1,-0.2213091408666514,0.5,1,0.001966608436227387
260781616,0.1531894804449102,2,1790.814930813258,0.009874635953133759,5.91709455232558,0.007497332760584841,0.3673693052686572,1.44393872651465
